Date,Close,High,Low,Open,Volume,adaptive_decayed_sentiment,price_change
2018-03-20,41.34801483154297,41.7160974620381,41.277228879450114,41.34801483154297,78597600,-21.754413604736328,
2018-03-21,40.41128540039063,41.31261538072816,40.40892358871682,41.30081712332717,148219600,-47.15026938672589,-0.0226547619025651
2018-03-22,39.84028625488281,40.743974474460806,39.78129856638007,40.11162818186632,165963200,-87.4814244704969,-0.014129695203961568
2018-03-23,38.91772079467773,40.09275462767348,38.91772079467773,39.731750235606576,164115200,-84.58218979669608,-0.02315659717660834
2018-03-26,40.76521682739258,40.84308101598845,39.27164797412221,39.65624889346218,150164800,-69.22469231471514,0.047471845601182006
2018-03-27,39.71995544433594,41.32677976112189,39.38490575187701,40.9799318090033,163690400,-79.2915220093663,-0.025641011244524226
2018-03-28,39.28108215332031,40.116349873437926,38.97670725212952,39.462765249555176,166674000,-67.61159492637655,-0.01104918890532669
2018-03-29,39.58782958984375,40.52455466398924,39.38019170933072,39.59490782664997,153594000,-74.51259623904274,0.007809037320462675
2018-04-02,39.32826614379883,39.86151710045668,38.80681704408656,39.318829698693776,150347200,-78.7419897337669,-0.006556647553911721
2018-04-03,39.73174285888672,39.816685264797854,38.90355710149498,39.5547798132654,121112000,-65.85185173166151,0.010259204247973441
2018-04-04,40.49150848388672,40.585887344066165,38.87760621268804,38.9035609392858,138422000,-77.2395497473645,0.01912238352338136
2018-04-05,40.77228927612305,41.109697111829085,40.60240445244699,40.72037982442633,107732800,-79.08669583229558,0.0069343129646075585
2018-04-06,39.72938537597656,40.696781216245626,39.68691237208127,40.34049690731331,140021200,-85.1398017170651,-0.025578742784924446
2018-04-09,40.12343978881836,40.840728735513856,40.07625034238065,40.08332857933011,116070800,-75.18288183006109,0.009918462345004597
2018-04-10,40.87846374511719,41.05542679163285,40.47262820374882,40.819476062945306,113634400,-63.2757730550936,0.01881752811505555
2018-04-11,40.6873664855957,41.03657274696744,40.51276155474765,40.63781522132653,89726400,-81.84417699939529,-0.004674766173039191
2018-04-12,41.08845901489258,41.29137678194819,40.82891177784854,40.91621599412099,91557200,-45.594423492235116,0.009857913252726114
2018-04-13,41.22768020629883,41.48958572516423,41.02004596094194,41.239478465771256,100497200,-53.283078937728924,0.003388328371131788
2018-04-16,41.48487091064453,41.57217155354456,41.25127832519431,41.298467764591,86313600,-55.09486262963063,0.0062383016230540544
2018-04-17,42.05586242675781,42.221027229535785,41.624072127859385,41.642948619651534,106421600,-66.9163392212835,0.013763849412552265
2018-04-18,41.96147918701172,42.19271350692094,41.73496849036599,41.9544009527617,83018000,-65.46719806503744,-0.002244235031690689
2018-04-19,40.77228927612305,41.383400838898574,40.73925631598174,40.9987999741427,139235200,-77.97790825904701,-0.028340037909263205
2018-04-20,39.10176849365234,40.39949794773722,39.03334074261936,40.25320959774394,261964400,-82.80377101408652,-0.04097196434464123
2018-04-23,38.98851013183594,39.38490573389138,38.717164561081056,39.3636710267077,146062000,-70.88813995831984,-0.0028965022856903833
2018-04-24,38.44581985473633,39.245692837977245,38.03998423370853,39.08996446239895,134768000,-69.13074677351294,-0.013919236084286246
2018-04-25,38.61333847045898,39.03097230251353,38.32076184714256,38.37030948804236,113528400,-56.20714134431544,0.004357264752204548
2018-04-26,38.747833251953125,39.10411759568304,38.54727367018877,38.72423673633751,111852000,-57.642818989592385,0.0034831171512674786
2018-04-27,38.29953384399414,38.77379363432942,37.90077643406016,38.69592944182841,142623200,-54.77027326306127,-0.011569663909823613
2018-04-30,38.99322128295898,39.4651228027348,38.18627011618109,38.25469785272939,169709600,-45.09856452801327,0.01811216402242488
2018-05-01,39.89927291870117,39.92286583330269,38.99558112200881,39.264564830660426,214277600,-42.371446383363214,0.023236131971947627
2018-05-02,41.66182708740234,41.940247253815606,41.00824247935094,41.34565033529137,266157600,-50.88106253670219,0.04417509492698146
2018-05-03,41.73733901977539,41.88126915920872,41.159260250036965,41.49902999560571,136272800,-63.31498854367431,0.001812496898291105
2018-05-04,43.37483215332031,43.473931048502,42.03934987955743,42.05822637392392,224805200,-61.69009045230734,0.03923329019056698
2018-05-07,43.68864440917969,44.28087953182669,43.5919037316787,43.69336083223612,169805600,-55.04642522012947,0.00723489268500499
2018-05-08,43.89863204956055,43.938743239806286,43.337068185475694,43.64852486313285,113611200,-63.66618177582169,0.004806458136218605
2018-05-09,44.20773315429688,44.21716960025953,43.70279868770983,44.0166136207289,92844800,-62.989143139326025,0.00704124685223384
2018-05-10,44.8400764465332,44.91794062173189,44.27615432947836,44.29739263203984,111957200,-62.5497619286562,0.014303906740236405
2018-05-11,44.66953659057617,45.01772193758016,44.39951566985937,44.8827132843246,104848800,-58.525242359425086,-0.00380329092793541
2018-05-14,44.56533432006836,44.892203206387336,44.49664631493245,44.76903464406022,83115200,-50.61485131764889,-0.0023327367700921586
2018-05-15,44.1602897644043,44.309513095307935,43.842897435560666,44.240821499029245,94780800,-56.574340268665594,-0.00908878081683473
2018-05-16,44.57243347167969,44.638757775907,44.05607901163132,44.07266099123978,76732400,-61.241557623091715,0.009332903146111127
2018-05-17,44.29058074951172,44.74535283059868,44.14135736154934,44.5298087400324,69176000,-59.494760671417254,-0.006323476198512923
2018-05-18,44.12949752807617,44.48478842582468,44.08686435516519,44.33793601130118,73190800,-64.41916689899573,-0.0036369634064309375
2018-05-21,44.44215774536133,44.83060900411695,44.27161781574119,44.52979501517503,73603200,-53.113418791747115,0.007085061802170722
2018-05-22,44.33082580566406,44.73822628123884,44.24081763118424,44.61979599448351,60962800,-69.69080108909174,-0.0025050975322836733
2018-05-23,44.61506652832031,44.64822687055248,43.9992274706302,44.13897798322867,80233600,-78.58232690060893,0.00641180752874515
2018-05-24,44.56533432006836,44.72876876322785,44.1058276489305,44.712190395453135,92936000,-97.13096895609274,-0.001114695373599539
2018-05-25,44.66717147827149,44.92061043575837,44.44688924533981,44.58426882426589,69844000,-95.7490023110103,0.002285120481128722
2018-05-29,44.506103515625,44.70743646326108,44.26213739651162,44.43504822982948,90056400,-82.83145611820325,-0.0036059584100784914
2018-05-30,44.4113655090332,44.52979581705729,44.24082557634202,44.46347513370029,74762000,-93.42358486957524,-0.002128652007438392
2018-05-31,44.26213836669922,44.58426892145429,44.08923114379717,44.34504102088553,109931200,-113.03101419900017,-0.0033601115530580428
2018-06-01,45.060359954833984,45.0650945644071,44.47057578446127,44.52742362719064,93770000,-121.14032033138315,0.018033958990451904
2018-06-04,45.436973571777344,45.813581093512056,45.32328148514552,45.39196947530471,105064800,-117.77232471680288,0.008357980657963227
2018-06-05,45.78752136230469,45.93674469474713,45.56250451831772,45.73067713219776,86264000,-118.36343937105148,0.007715033880361322
2018-06-06,45.94621276855469,45.96990027144925,45.458280568253,45.86331373683474,83734400,-123.68825633326014,0.0034658221613332874
2018-06-07,45.82305145263672,45.9983259766078,45.55776513347636,45.9841149194432,85388800,-136.0880176861306,-0.0026805542502136293
2018-06-08,45.40617752075195,45.47723642550802,44.94903828525194,45.280641688505526,106627200,-133.47991700309422,-0.009097472094708792
