Date,Adj Close,Close,High,Low,Open,Volume
2024-05-01,168.5043487548828,169.3000030517578,172.7100067138672,169.11000061035156,169.5800018310547,50383100
2024-05-02,172.21682739257812,173.02999877929688,173.4199981689453,170.88999938964844,172.50999450683594,94214900
2024-05-03,182.51817321777344,183.3800048828125,187.0,182.66000366210938,186.64999389648438,163224100
2024-05-06,180.8560333251953,181.7100067138672,184.1999969482422,180.4199981689453,182.35000610351562,78569700
2024-05-07,181.5427703857422,182.39999389648438,184.89999389648438,181.32000732421875,183.4499969482422,77305800
2024-05-08,181.88119506835938,182.74000549316406,183.07000732421875,181.4499969482422,182.85000610351562,45057100
2024-05-09,183.70260620117188,184.57000732421875,184.66000366210938,182.11000061035156,182.55999755859375,48983000
2024-05-10,182.4368438720703,183.0500030517578,185.08999633789062,182.1300048828125,184.89999389648438,50759500
2024-05-13,185.65603637695312,186.27999877929688,187.10000610351562,184.6199951171875,185.44000244140625,72044800
2024-05-14,186.8021697998047,187.42999267578125,188.3000030517578,186.2899932861328,187.50999450683594,52393600
2024-05-15,189.08450317382812,189.72000122070312,190.64999389648438,187.3699951171875,187.91000366210938,70400000
2024-05-16,189.2041015625,189.83999633789062,191.10000610351562,189.66000366210938,190.47000122070312,52845200
2024-05-17,189.2340087890625,189.8699951171875,190.80999755859375,189.17999267578125,189.50999450683594,41282900
2024-05-20,190.4000701904297,191.0399932861328,191.9199981689453,189.00999450683594,189.3300018310547,44361300
2024-05-21,191.70570373535156,192.35000610351562,192.72999572753906,190.9199981689453,191.08999633789062,42309400
2024-05-22,190.26055908203125,190.89999389648438,192.82000732421875,190.27000427246094,192.27000427246094,34648500
2024-05-23,186.2540283203125,186.8800048828125,191.0,186.6300048828125,190.97999572753906,51005900
2024-05-24,189.3436279296875,189.97999572753906,190.5800018310547,188.0399932861328,188.82000732421875,36294600
2024-05-28,189.35360717773438,189.99000549316406,193.0,189.10000610351562,191.50999450683594,52280100
2024-05-29,189.652587890625,190.2899932861328,192.25,189.50999450683594,189.61000061035156,53068000
2024-05-30,190.6492462158203,191.2899932861328,192.17999267578125,190.6300048828125,190.75999450683594,49947900
2024-05-31,191.6060333251953,192.25,192.57000732421875,189.91000366210938,191.44000244140625,75158300
2024-06-03,193.38006591796875,194.02999877929688,194.99000549316406,192.52000427246094,192.89999389648438,50080500
2024-06-04,193.69900512695312,194.35000610351562,195.32000732421875,193.02999877929688,194.63999938964844,47471400
2024-06-05,195.21389770507812,195.8699951171875,196.89999389648438,194.8699951171875,195.39999389648438,54156800
2024-06-06,193.8285369873047,194.47999572753906,196.5,194.1699981689453,195.69000244140625,41181800
2024-06-07,196.23048400878906,196.88999938964844,196.94000244140625,194.13999938964844,194.64999389648438,53103900
2024-06-10,192.4730987548828,193.1199951171875,197.3000030517578,192.14999389648438,196.89999389648438,97262100
2024-06-11,206.4561004638672,207.14999389648438,207.16000366210938,193.6300048828125,193.64999389648438,172373300
2024-06-12,212.35630798339844,213.07000732421875,220.1999969482422,206.89999389648438,207.3699951171875,198134300
2024-06-13,213.52236938476562,214.24000549316406,216.75,211.60000610351562,214.74000549316406,97862700
2024-06-14,211.77822875976562,212.49000549316406,215.1699981689453,211.3000030517578,213.85000610351562,70122700
2024-06-17,215.94422912597656,216.6699981689453,218.9499969482422,212.72000122070312,213.3699951171875,93728300
2024-06-18,213.5721893310547,214.2899932861328,218.6300048828125,213.0,217.58999633789062,79943300
2024-06-20,208.97763061523438,209.67999267578125,214.24000549316406,208.85000610351562,213.92999267578125,86172500
2024-06-21,206.7949981689453,207.49000549316406,211.88999938964844,207.11000061035156,210.38999938964844,246421400
2024-06-24,207.4427947998047,208.13999938964844,212.6999969482422,206.58999633789062,207.72000122070312,80727000
2024-06-25,208.36968994140625,209.07000732421875,211.3800048828125,208.61000061035156,209.14999389648438,56713900
2024-06-26,212.5356903076172,213.25,214.86000061035156,210.63999938964844,211.5,66213200
2024-06-27,213.3828582763672,214.10000610351562,215.74000549316406,212.35000610351562,214.69000244140625,49772700
2024-06-28,209.91448974609375,210.6199951171875,216.07000732421875,210.3000030517578,215.77000427246094,82542700
2024-07-01,216.02395629882812,216.75,217.50999450683594,211.9199981689453,212.08999633789062,60402900
2024-07-02,219.53216552734375,220.27000427246094,220.3800048828125,215.10000610351562,216.14999389648438,58046200
2024-07-03,220.80787658691406,221.5500030517578,221.5500030517578,219.02999877929688,220.0,37369800
2024-07-05,225.5818328857422,226.33999633789062,226.4499969482422,221.64999389648438,221.64999389648438,60412400
2024-07-08,227.056884765625,227.82000732421875,227.85000610351562,223.25,227.08999633789062,59085900
2024-07-09,227.9139862060547,228.67999267578125,229.39999389648438,226.3699951171875,227.92999267578125,48076100
2024-07-10,232.1995849609375,232.97999572753906,233.0800018310547,229.25,229.3000030517578,62627700
2024-07-11,226.80772399902344,227.57000732421875,232.38999938964844,225.77000427246094,231.38999938964844,64710600
2024-07-12,229.76776123046875,230.5399932861328,232.63999938964844,228.67999267578125,228.9199981689453,53046500
2024-07-15,233.61483764648438,234.39999389648438,237.22999572753906,233.08999633789062,236.47999572753906,62631300
2024-07-16,234.033447265625,234.82000732421875,236.27000427246094,232.3300018310547,235.0,43234300
2024-07-17,228.1133270263672,228.8800048828125,231.4600067138672,226.63999938964844,229.4499969482422,57345900
2024-07-18,223.42906188964844,224.17999267578125,230.44000244140625,222.27000427246094,230.27999877929688,66034600
2024-07-19,223.5586395263672,224.30999755859375,226.8000030517578,223.27999877929688,224.82000732421875,49151500
2024-07-22,223.20982360839844,223.9600067138672,227.77999877929688,223.08999633789062,227.00999450683594,48201800
2024-07-23,224.25628662109375,225.00999450683594,226.94000244140625,222.67999267578125,224.3699951171875,39960300
2024-07-24,217.8079376220703,218.5399932861328,224.8000030517578,217.1300048828125,224.0,61777600
2024-07-25,216.76148986816406,217.49000549316406,220.85000610351562,214.6199951171875,218.92999267578125,51391200
2024-07-26,217.2299041748047,217.9600067138672,219.49000549316406,216.00999450683594,218.6999969482422,41601300
2024-07-29,217.50897216796875,218.24000549316406,219.3000030517578,215.75,216.9600067138672,36311800
2024-07-30,218.06710815429688,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800
2024-07-31,221.3361053466797,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300
2024-08-01,217.62855529785156,218.36000061035156,224.47999572753906,217.02000427246094,224.3699951171875,62501000
2024-08-02,219.12355041503906,219.86000061035156,225.60000610351562,217.7100067138672,219.14999389648438,105568600
2024-08-05,208.56903076171875,209.27000427246094,213.5,196.0,199.08999633789062,119548600
2024-08-06,206.5358428955078,207.22999572753906,209.99000549316406,201.07000732421875,205.3000030517578,69660500
2024-08-07,209.11717224121094,209.82000732421875,213.63999938964844,206.38999938964844,206.89999389648438,63516400
2024-08-08,212.59547424316406,213.30999755859375,214.1999969482422,208.8300018310547,213.11000061035156,47161100
2024-08-09,215.51568603515625,216.24000549316406,216.77999877929688,211.97000122070312,212.10000610351562,42201600
2024-08-12,217.0522918701172,217.52999877929688,219.50999450683594,215.60000610351562,216.07000732421875,38028100
2024-08-13,220.78408813476562,221.27000427246094,221.88999938964844,219.00999450683594,219.00999450683594,44155300
2024-08-14,221.23309326171875,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600
2024-08-15,224.22650146484375,224.72000122070312,225.35000610351562,222.75999450683594,224.60000610351562,46414000
2024-08-16,225.5535888671875,226.0500030517578,226.8300018310547,223.64999389648438,223.9199981689453,44340200
2024-08-19,225.3939208984375,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800
2024-08-20,226.0125732421875,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000
2024-08-21,225.90281677246094,226.39999389648438,227.97999572753906,225.0500030517578,226.52000427246094,34765500
2024-08-22,224.0369110107422,224.52999877929688,228.33999633789062,223.89999389648438,227.7899932861328,43695300
2024-08-23,226.3418426513672,226.83999633789062,228.22000122070312,224.3300018310547,225.66000366210938,38677300
2024-08-26,226.68109130859375,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683594,30602200
2024-08-27,227.52923583984375,228.02999877929688,228.85000610351562,224.88999938964844,226.0,35934600
2024-08-28,225.99261474609375,226.49000549316406,229.86000061035156,225.67999267578125,227.9199981689453,38052200
2024-08-29,229.28536987304688,229.7899932861328,232.9199981689453,228.8800048828125,230.10000610351562,51906300
2024-08-30,228.49710083007812,229.0,230.39999389648438,227.47999572753906,230.19000244140625,52990800
2024-09-03,222.28079223632812,222.77000427246094,229.0,221.1699981689453,228.5500030517578,50190600
2024-09-04,220.36500549316406,220.85000610351562,221.77999877929688,217.47999572753906,221.66000366210938,43840200
2024-09-05,221.8916473388672,222.3800048828125,225.47999572753906,221.52000427246094,221.6300048828125,36615400
2024-09-06,220.33506774902344,220.82000732421875,225.24000549316406,219.77000427246094,223.9499969482422,48423000
2024-09-09,220.4248809814453,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000
2024-09-10,219.62661743164062,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000
2024-09-11,222.17103576660156,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100
2024-09-12,222.28079223632812,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37498200
2024-09-13,222.01136779785156,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600
2024-09-16,215.84495544433594,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400
2024-09-17,216.31390380859375,216.7899932861328,216.89999389648438,214.5,215.75,45519300
2024-09-18,220.20535278320312,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900
2024-09-19,228.3673858642578,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300
2024-09-20,227.6988525390625,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900
2024-09-23,225.97265625,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000
2024-09-24,226.8706817626953,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100
2024-09-25,225.8728790283203,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700
2024-09-26,227.02035522460938,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700
2024-09-27,227.2897491455078,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000
2024-09-30,232.48831176757812,233.0,233.0,229.64999389648438,230.0399932861328,54541900
2024-10-01,225.71322631835938,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000
2024-10-02,226.28196716308594,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600
2024-10-03,225.17440795898438,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200
2024-10-04,226.30194091796875,226.8000030517578,228.0,224.1300048828125,227.89999389648438,37245100
2024-10-07,221.2031707763672,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400
2024-10-08,225.27420043945312,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700
2024-10-09,229.03591918945312,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100
2024-10-10,228.53700256347656,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
2024-10-11,227.05029296875,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
2024-10-14,230.79205322265625,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
2024-10-15,233.33645629882812,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
2024-10-16,231.27099609375,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
2024-10-17,231.6401824951172,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
2024-10-18,234.4839324951172,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
2024-10-21,235.96067810058594,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
2024-10-22,235.342041015625,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
2024-10-23,230.25323486328125,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
2024-10-24,230.06365966796875,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
2024-10-25,230.9018096923828,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
2024-10-28,232.88743591308594,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
2024-10-29,233.15684509277344,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200
2024-10-30,229.59469604492188,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900
2024-10-31,225.4138946533203,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100
2024-11-01,222.4204864501953,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700
2024-11-04,221.52244567871094,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500
2024-11-05,222.95928955078125,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300
2024-11-06,222.23089599609375,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100
2024-11-07,226.98043823242188,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700
2024-11-08,226.7107391357422,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800
2024-11-11,223.98373413085938,224.22999572753906,225.6999969482422,221.5,225.0,42005600
2024-11-12,223.98373413085938,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300
2024-11-13,224.8727569580078,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200
2024-11-14,227.9693603515625,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900
2024-11-15,224.7528839111328,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700
2024-11-18,227.7695770263672,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44686000
2024-11-19,228.02928161621094,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800
2024-11-20,228.7484893798828,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600
2024-11-21,228.26902770996094,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300
2024-11-22,229.61753845214844,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300
2024-11-25,232.61424255371094,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800
2024-11-26,234.8018341064453,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200
2024-11-27,234.67198181152344,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400
2024-11-29,237.06935119628906,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400
2024-12-02,239.3268585205078,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100
2024-12-03,242.3834991455078,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000
2024-12-04,242.74310302734375,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900
2024-12-05,242.7730712890625,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900
2024-12-06,242.5732879638672,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600
2024-12-09,246.47900390625,246.75,247.24000549316406,241.75,241.8300018310547,44649200
2024-12-10,247.4978790283203,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800
2024-12-11,246.2192840576172,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800
2024-12-12,247.68768310546875,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500
2024-12-13,247.85748291015625,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300
2024-12-16,250.7642822265625,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800
2024-12-17,253.20159912109375,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400
2024-12-18,247.77757263183594,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100
2024-12-19,249.51565551757812,249.7899932861328,252.0,247.08999633789062,247.5,60882300
2024-12-20,254.21051025390625,254.49000549316406,255.0,245.69000244140625,248.0399932861328,147495300
2024-12-23,254.98965454101562,255.27000427246094,255.64999389648438,253.4499969482422,254.77000427246094,40858800
2024-12-24,257.91644287109375,258.20001220703125,258.2099914550781,255.2899932861328,255.49000549316406,23234700
2024-12-26,258.7355041503906,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100
2024-12-27,255.30929565429688,255.58999633789062,258.70001220703125,253.05999755859375,257.8299865722656,42355300
2024-12-30,251.9230194091797,252.1999969482422,253.5,250.75,252.22999572753906,35557500
2024-12-31,250.1449737548828,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700
2025-01-02,243.5821990966797,243.85000610351562,249.10000610351562,241.82000732421875,248.92999267578125,55740700
2025-01-03,243.0927276611328,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100
2025-01-06,244.73092651367188,245.0,247.3300018310547,243.1999969482422,244.30999755859375,45045600
2025-01-07,241.94400024414062,242.2100067138672,245.5500030517578,241.35000610351562,242.97999572753906,40856000
2025-01-08,242.43344116210938,242.6999969482422,243.7100067138672,240.0500030517578,241.9199981689453,37628900
2025-01-10,236.58987426757812,236.85000610351562,240.16000366210938,233.0,240.00999450683594,61710900
2025-01-13,234.14256286621094,234.39999389648438,234.6699981689453,229.72000122070312,233.52999877929688,49630700
2025-01-14,233.02378845214844,233.27999877929688,236.1199951171875,232.47000122070312,234.75,39435300
2025-01-15,237.60874938964844,237.8699951171875,238.9600067138672,234.42999267578125,234.63999938964844,39832000
2025-01-16,228.00930786132812,228.25999450683594,238.00999450683594,228.02999877929688,237.35000610351562,71759100
2025-01-17,229.7274169921875,229.97999572753906,232.2899932861328,228.47999572753906,232.1199951171875,68488300
2025-01-21,222.39547729492188,222.63999938964844,224.4199981689453,219.3800048828125,224.0,98070400
2025-01-22,223.58416748046875,223.8300018310547,224.1199951171875,219.7899932861328,219.7899932861328,64126500
2025-01-23,223.41436767578125,223.66000366210938,227.02999877929688,222.3000030517578,224.74000549316406,60234800
2025-01-24,222.5353240966797,222.77999877929688,225.6300048828125,221.41000366210938,224.77999877929688,54697900
2025-01-27,229.6075439453125,229.86000061035156,232.14999389648438,223.97999572753906,224.02000427246094,94863400
2025-01-28,237.99832153320312,238.25999450683594,240.19000244140625,230.80999755859375,230.85000610351562,75707600
2025-01-29,239.0971221923828,239.36000061035156,239.86000061035156,234.00999450683594,234.1199951171875,45486100
2025-01-30,237.3290557861328,237.58999633789062,240.7899932861328,237.2100067138672,238.6699981689453,55658300
2025-01-31,235.74081420898438,236.0,247.19000244140625,233.44000244140625,247.19000244140625,101075100
2025-02-03,227.75958251953125,228.00999450683594,231.8300018310547,225.6999969482422,229.99000549316406,73063300
2025-02-04,232.54432678222656,232.8000030517578,233.1300048828125,226.64999389648438,227.25,45067300
2025-02-05,232.21469116210938,232.47000122070312,232.6699981689453,228.27000427246094,228.52999877929688,39620300
2025-02-06,232.9638671875,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300
2025-02-07,227.3800048828125,227.6300048828125,234.0,227.25999450683594,232.60000610351562,39707200
2025-02-10,227.64999389648438,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600
2025-02-11,232.6199951171875,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400
2025-02-12,236.8699951171875,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300
2025-02-13,241.52999877929688,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100
2025-02-14,244.60000610351562,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200
2025-02-18,244.47000122070312,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500
2025-02-19,244.8699951171875,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200
2025-02-20,245.8300018310547,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900
2025-02-21,245.5500030517578,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400
2025-02-24,247.10000610351562,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400
2025-02-25,247.0399932861328,247.0399932861328,250.0,244.91000366210938,248.0,48013300
2025-02-26,240.36000061035156,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600
2025-02-27,237.3000030517578,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600
2025-02-28,241.83999633789062,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400
2025-03-03,238.02999877929688,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000
2025-03-04,235.92999267578125,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100
2025-03-05,235.74000549316406,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600
2025-03-06,235.3300018310547,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400
2025-03-07,239.07000732421875,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600
2025-03-10,227.47999572753906,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200
2025-03-11,220.83999633789062,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400
2025-03-12,216.97999572753906,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500
2025-03-13,209.67999267578125,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300
2025-03-14,213.49000549316406,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600
2025-03-17,214.0,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400
2025-03-18,212.69000244140625,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400
2025-03-19,215.24000549316406,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400
2025-03-20,214.10000610351562,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900
2025-03-21,218.27000427246094,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,93954500
