topic,correlation
-1,-0.21923589172635907
0,-0.007071459270277614
1,0.02718585780778745
2,0.019356498026085883
3,0.06100057841878319
4,0.11816661453618145
5,0.01668600448912784
6,0.1043141924846421
7,-0.06134990670225873
8,-0.024526995082746472
9,0.19850479136894786
10,-0.14000738061776247
11,0.08557389072492509
12,0.2993949499593098
13,-0.09906843102960607
14,-0.12326379599342187
15,0.020091456821367117
16,0.4257162081665018
17,-0.005769288653077356
18,0.004746888420958591
19,-0.009503529101433969
20,0.2269878717792589
21,-0.027617689702110593
22,0.12923417880895585
23,0.11841783487859106
24,0.05721197978565645
25,-0.1988569953962955
26,0.014839837496965935
27,0.05213150680067238
28,-0.08567656321608892
29,-0.008695637133734727
30,0.01860484519375747
31,0.00913965450664888
32,-0.10766118833979954
33,-0.2220435876580638
34,-0.15356386107981204
35,0.09200853766010722
36,0.1827547275090705
37,0.017917461428602417
38,0.07741516280665713
39,0.002762523077961038
40,-0.19748211027667056
41,-0.03883203088381074
42,0.08019306126797292
43,0.04134560032620347
44,0.11517559169144591
45,-0.1492736103797181
46,-0.11266198936041462
47,0.04613646569066637
48,0.30038497933026237
49,0.05822193767845097
50,0.2777030649905063
51,-0.17651575092021465
52,-0.15702085815921357
53,0.0641099520757672
54,0.06514687634078459
55,-0.21904908191113648
56,-0.022157523343026286
57,0.016575755550800535
58,0.05048837938014315
59,0.1688740885409638
60,0.05873522713620451
61,0.13703598726004776
62,-0.007486161455573499
63,0.0014243878214436584
64,-0.25035489420013424
65,0.1604512406572933
66,-0.15663043190320464
67,0.1019573269974221
68,0.1114743738607422
69,-0.015301735402082541
70,-0.16618012423018466
71,-0.10436738883004777
72,0.3028934650585847
73,0.07348718832880154
74,-0.03977593073687011
75,-0.05987829258280395
76,-0.08617688266889313
77,0.20486045195181052
78,-0.21616398176558366
79,-0.2253240162146674
80,-0.08033906091094242
81,-0.07682534329160168
82,0.10692198091210638
83,-0.39204850746628095
84,-0.045319933214598596
85,-0.05714551714102823
86,-0.032740218590368644
87,-0.13441706994766775
88,-0.103339413042551
89,0.14298222454858944
90,-0.21952014149152635
91,0.060500240343330874
92,0.0722310355697901
93,0.11783528732243409
94,-0.16330268033653458
95,0.02404891524160894
96,-0.23194040538856336
97,-0.19021600867883806
98,0.19919499439472188
99,0.030312399102040477
100,-0.07354985767873598
101,-0.0842345116485961
102,-0.39474388654284004
103,0.06911626361313544
104,-0.0754876294480202
105,0.0426296469407507
106,0.32932332797962266
107,-0.27093176694112636
108,-0.29198236988229076
109,0.09199720326397753
110,0.08050968681033065
111,-0.1275338877552896
112,0.186551779976469
113,-0.1790835576655639
114,-0.15198699903548896
115,-0.032610654232503665
116,-0.03545977308158434
117,-0.15585479200070804
118,0.11996021209668438
119,0.15754764068386015
120,-0.10809313538774218
121,0.0608060500133992
122,0.24748733392289596
123,0.07929152330826304
124,0.06746721752239915
125,-0.12342680789139539
126,-0.09362285625444565
127,0.04807620391103749
128,-0.1304115495741435
129,0.20425069298855275
130,-0.06279116649283684
131,0.082337387528967
132,0.02462252875600865
133,-0.03219838324576349
134,-0.14751599622134984
135,-0.09241932778983264
136,0.24804577034846464
137,0.13818180793514775
138,-0.22068839422829836
139,0.24217529809087013
140,0.2446891256340741
141,-0.0217315400852803
142,0.1648405102736814
143,0.13017191865883826
144,0.27764738031257985
145,-0.08175348209912237
146,0.017278592998108154
147,-0.0637879176788616
148,
149,0.16179315117977885
150,-0.22846243970558336
151,0.07767119325335364
152,0.19455303209584762
153,0.021506278749522992
154,0.03813820684971768
155,0.2700825470134921
156,-0.14169143614398821
157,0.26830303633396285
158,0.1364379711900432
159,0.17742809253841368
160,-0.07629204192684585
161,0.3766872735301256
162,-0.2523945713434172
163,0.15782669461691476
164,-0.16770848739099303
165,-0.2034605343978589
166,0.08361028555129504
167,0.22864688323850677
168,-0.0002793724624775513
169,-0.31869789577248814
170,0.375491010978106
171,-0.05775532320257635
172,-0.20896866983668114
173,-0.11151091655615702
174,0.17972607725196868
175,0.23264064261810616
176,0.051446082105089455
177,0.16314520934672774
178,-0.24465861907215317
179,-0.16405569533374956
180,-0.013581721188144838
181,0.11407994473102535
182,0.042226670891934506
183,0.4939081203142432
184,0.11500140096539187
185,0.022897757766675624
186,0.3902522146591222
187,0.013457326410331311
188,0.16566272949665403
189,0.4956846285871652
190,-0.1309785221804809
191,-0.002418599337363195
192,0.06910599129036066
193,-0.014125543453680228
194,-0.03551039634769723
195,-0.11344648840382247
196,0.39875747283391416
197,-0.25138502814741953
198,0.44515294659194954
199,0.19128013319264442
200,0.1716385766606297
201,-0.5562957668627327
202,0.19419457339716265
203,-0.08598338636611544
204,-0.3246528745993152
205,-0.10217501447420038
206,0.1125578075585185
207,-0.2612678364532776
208,-0.30279908473148437
209,0.023831929401204908
210,0.024477608260603557
211,-0.15694621297559777
212,0.10935697992008686
213,0.007027684544570079
214,0.0012837329932826856
215,-0.1844991376144099
216,0.02597687673473787
217,-0.1738752766191954
218,0.19751973377766802
219,0.2059980314565691
220,0.04492048704401015
221,0.23848328931714258
222,-0.2439448543011913
223,0.20186410654482068
224,-0.20157986493166166
225,-0.1640015742262723
226,-0.003482859139480678
227,-0.04037842968706339
228,-0.2855172723780649
229,-0.08557277671158242
230,-0.10102481415418248
231,0.050338893588518535
232,-0.42590429248244993
233,-0.056001386635980345
234,0.04370473406704986
235,-0.09441482279090407
236,-0.3317592428244365
237,0.6264433892262313
238,0.0585174978918317
239,-0.17342860199245905
240,-0.5624476571429141
241,-0.14072175068601064
242,0.09246644914129275
243,0.03267355748214846
244,-0.07295562924763808
245,-0.31290270196769837
246,0.13232563199013522
247,-0.02776271498432182
248,0.0014944807683309495
249,0.18941878861047842
250,-0.004473248940369874
251,0.11956028783845833
252,-0.02549400429420237
253,0.36195044808311033
254,-0.04712522284669884
255,0.20924498375452455
256,-0.14891339034023682
257,0.0981145372636463
258,0.1715894598150765
259,0.22437786764614354
260,-0.05433752104294303
261,-0.2074689399584095
262,0.2146038244766777
263,-0.2705466224366376
264,-0.20592578427577704
265,0.039718261733092626
266,0.17662679169734444
267,-0.08141422226388242
268,-0.27678702160395696
269,-0.20320129972381276
270,0.08084055956699275
271,0.45571509557624207
272,-0.07733689219302724
273,-0.16234144811732842
274,0.19545208350765625
275,0.03725163196942307
276,-0.46190959051081426
277,0.261146655422699
278,-0.20247898114908056
279,0.26370832458756815
280,-0.24293743305731855
281,0.03654304840136213
282,-0.08393198624154799
283,-0.020898775921907507
284,0.4422874805416482
285,-0.17100564786308603
286,-0.008112266807005318
287,-0.16943884269844525
288,0.07852733385621055
289,0.2068384548304411
290,-0.26058543320998057
291,0.0950095356102934
292,-0.3836844198818958
293,-0.12402926222341017
294,0.1137283823147554
295,-0.04849882287131659
296,0.23837136290958674
297,-0.22152177976418624
298,-0.47073178451305897
299,0.08185022930152451
300,-0.13230978131065393
301,0.19851922670489536
302,-0.4004825247848191
303,-0.1985283190401724
304,0.6063458351049036
305,0.26655216468011067
306,-0.0959076159114827
307,0.39973105333610587
308,0.09757698106390969
309,0.10417595283338177
310,-0.07787322440788319
311,0.3010242441257274
312,-0.11246251444007024
313,-0.08572022049222745
314,0.549150659754923
315,0.7949476106980795
316,0.09576268839538929
317,-0.0846247607106723
318,-0.6745462843973983
319,0.08568588849512306
320,0.23558337869052365
321,0.17919091530171716
322,0.33199023207301237
323,0.018691223122129133
324,-0.16398752528171523
325,0.09082172584250753
326,0.005162462030398408
327,-0.20263267378426936
328,0.1238614789850724
329,0.16062838826718936
330,0.4177446939146166
331,0.10078971938924759
332,-0.21873901936699638
333,-0.12753236732990858
334,-0.11141144035096354
335,0.19942740938297557
336,0.6791459104626416
337,-0.0958904340833939
338,-0.06605731725457027
339,0.15537862944589426
340,-0.0904858310990234
341,0.03471187860251874
342,0.15847114426095568
343,0.1545563623565837
344,-0.05889497267474839
345,-0.16512765468536975
346,0.031761160478394786
347,-0.04682706375623526
348,0.019547899755463664
349,0.1075462689176122
350,-0.30876940884989806
351,0.25765960157874934
352,0.7537822622145904
353,0.21987417635290007
354,-0.12651369377442526
355,-0.1525990657400612
356,0.5521119841872327
357,0.0804778217689228
358,0.15912801944486718
359,0.17174473383478117
360,-0.007278838670792842
361,-0.21852537001625685
362,-0.0047783727290182185
363,-0.261890248205683
364,-0.46319227863738494
365,-0.11041308485015168
366,0.3589035591703626
367,0.0789117196704699
368,0.00014664368152777894
369,0.19593820946993137
370,0.20081914421298216
371,0.6593860501235322
372,-0.0915903474667811
373,-0.4331551434340572
374,0.2945396976827589
375,0.06403213048119966
376,-0.12563713940908353
377,0.3226069160818128
378,-0.351377211059956
379,0.25009663464776055
380,-0.4006718432559558
381,0.21402328603522175
382,-0.4406226394732599
383,-0.08916742977634341
384,0.12316578882287697
385,0.1705900381167075
386,0.029495518443066877
387,0.10477030237318531
388,-0.24957950338586152
389,0.06689854394158139
390,0.7977173142513155
391,0.24273829018716103
392,0.29319731835648666
393,0.0005583388109368733
394,-0.33320599044177585
395,0.07004327634123325
396,0.3227100366310542
397,-0.23030199200068696
398,-0.23869877134983575
399,0.08701028807058041
400,0.0008698717691617992
401,0.18379557943215327
402,0.21257942081828635
403,0.1670604965513838
404,-0.03418339223197204
405,0.0339705762593079
406,0.03289735941327475
407,-0.33521146788926326
408,0.41646815098697154
409,0.06653254976326352
410,-0.2706283938381187
411,0.1685642883764255
412,0.09256954505232795
413,-0.23272396418870275
414,-0.12329834182848191
415,0.16736813864860112
416,-0.09703035995810731
417,0.4922932537924184
418,-0.030929264472545584
419,-0.8442955830895913
420,0.0056911126630123056
421,0.144544625915645
422,-0.03227646403948803
423,0.17314153783202624
424,0.01985019359521745
425,0.35321149968929483
426,0.21052956317814733
427,0.21652691392652282
428,0.140973672239114
429,0.020269757874970994
430,0.3040558009194735
431,-0.21146615843579553
432,0.573332842256645
433,0.5203078088388091
434,-0.41111816122923733
435,0.16944462590790652
436,-0.10137622106007028
437,0.0940126914470318
438,0.41295266470459857
439,-0.3004295526606417
440,-0.309263543064545
441,-0.43687330837739535
442,-0.4227862275486266
443,-0.40854081683075066
444,-0.4886408079742513
445,0.08553099880201437
446,-0.3205849694041605
447,-0.01585352096273121
448,-0.012265924184871106
449,0.5790443847809389
450,0.3550405941890203
451,0.32734531041550197
452,-0.08157936560039367
453,-0.33176930220199413
454,0.25114607242475323
455,0.4170468622606614
456,-0.09909978654626196
457,0.3266363636036697
458,0.15434933438384316
459,0.05045779688470379
460,0.31645777915952705
461,0.13264766481862045
462,0.141551105791945
463,0.019447822530824783
464,0.008177427006966899
465,0.4689606197739189
466,-0.0883674724415846
467,0.1057674762784569
468,0.5581183544328355
469,-0.3839564022529948
470,0.22152871040886535
471,-0.20999220197562368
472,0.03460678071062769
473,0.20236546135484723
474,-0.1451065049185591
475,-0.10824217199794502
476,-0.043552579512306344
477,-0.03348043844749862
478,0.23149259506203193
479,0.006130537361941993
480,0.05468961992905564
481,-0.15643687913222765
482,-0.2940195680850821
483,-0.5145904837632869
484,0.13682198340684495
485,-0.4111140239074489
486,0.8171902046495193
487,0.2915362470240275
488,0.08749882514849654
489,-0.12501851687169324
490,-0.1909702332660068
491,0.07657776556103711
492,-0.3314276471461942
493,0.2841619824531941
494,0.13347429485830217
495,-0.08982228877452815
496,-0.10506955103468518
497,-0.027270922250881704
498,0.07784528131347117
499,0.47877614710851674
500,-0.0345892861325063
501,0.17354916445927288
502,-0.3031155078826934
503,0.23645003136694748
504,-0.13095715653887294
505,0.08016657032328442
506,-0.4388313019900705
507,-0.07763455747546856
508,-0.24102316479797575
509,0.4214679900174941
510,0.5140945229933714
511,-0.4193709306391168
512,-0.21816046693387123
513,0.008084159266726395
514,-0.3632878582236921
515,0.04173201871498189
516,-0.4188908288307123
517,0.36085320271833965
518,-0.2809505299072149
519,-0.46559900111327945
520,-0.27838637814765455
521,0.16830954393686598
522,0.23820284647171427
523,-0.029961294847556386
524,-0.08985905027241754
525,-0.14289975740632063
