Date,Close,decayed_scores,price_change,lagged_sentiment
2018-03-20,86.69117736816406,-10.877206802368164,,
2018-03-21,86.08611297607422,-16.310143203271977,-0.006979538292809506,-10.877206802368164
2018-03-22,83.58209228515625,-25.66278447824286,-0.029087394056389826,-16.310143203271977
2018-03-23,81.15254211425781,-10.735049123908425,-0.029067831451377923,-25.66278447824286
2018-03-26,87.29623413085938,-4.01148445677025,0.07570547830715668,-10.735049123908425
2018-03-27,83.28423309326172,-9.467589054911027,-0.04595846633640077,-4.01148445677025
2018-03-28,83.20977783203125,0.09422215645945645,-0.0008939898761761711,-9.467589054911027
2018-03-29,84.95977783203125,-12.845325168887252,0.021031182219144684,0.09422215645945645
2018-04-02,82.39990234375,-13.82389948229064,-0.030130439998821812,-12.845325168887252
2018-04-03,83.50764465332031,-0.42745949775884207,0.013443490563242566,-13.82389948229064
2018-04-04,85.94649505615234,-8.187833700887147,0.029205115447296537,-0.42745949775884207
2018-04-05,85.9930191040039,-6.690130983324948,0.0005413140794301441,-8.187833700887147
2018-04-06,83.99169158935547,-14.668766977453807,-0.023273139325739267,-6.690130983324948
2018-04-09,84.49435424804688,-5.27072389280312,0.005984671211873849,-14.668766977453807
2018-04-10,86.45845031738281,1.3317460911083825,0.023245293568017855,-5.27072389280312
2018-04-11,85.50897979736328,-11.731943978817075,-0.010981812842285388,1.3317460911083825
2018-04-12,87.11006927490234,11.317611404360326,0.01872422617289171,-11.731943978817075
2018-04-13,86.6446533203125,-8.655908386128727,-0.005342849092693114,11.317611404360326
2018-04-16,87.6592788696289,-6.9519237095138875,0.01171019226732306,-8.655908386128727
2018-04-17,89.42792510986328,-9.955567582203127,0.020176372233962736,-6.9519237095138875
2018-04-18,89.77233123779297,-4.480915698517932,0.0038512145675591025,-9.955567582203127
2018-04-19,89.46513366699219,-9.953067897428797,-0.0034219627201956815,-4.480915698517932
2018-04-20,88.43187713623047,-14.466542342133126,-0.011549264930489134,-9.953067897428797
2018-04-23,88.75770568847656,-4.236771235835919,0.0036845147111843612,-14.466542342133126
2018-04-24,86.68187713623047,-3.3584277145464885,-0.023387586870844523,-4.236771235835919
2018-04-25,85.92786407470703,2.5815148532161922,-0.008698624054234827,-3.3584277145464885
2018-04-26,87.74305725097656,-2.6406003626412202,0.02112461651195452,2.5815148532161922
2018-04-27,89.19520568847656,-3.4166112791379133,0.016550009573365276,-2.6406003626412202
2018-04-30,87.05421447753906,-3.049458436832932,-0.024003433754221426,-3.4166112791379133
2018-05-01,88.43187713623047,-1.7099536275987326,0.015825341334242404,-3.049458436832932
2018-05-02,87.04490661621094,-6.456242140084765,-0.015684056077232,-1.7099536275987326
2018-05-03,87.56619262695312,-10.123699026252343,0.0059887020505471344,-6.456242140084765
