Date,Adj Close,Close,High,Low,Open,Volume,decayed_sentiment,price_change
2024-06-10,192.4730987548828,193.1199951171875,197.3000030517578,192.1499938964844,196.8999938964844,97262100,0.0,-0.019147769232301326
2024-06-11,206.45611572265625,207.1499938964844,207.16000366210935,193.6300048828125,193.6499938964844,172373300,0.0,0.07264912559045644
2024-06-12,212.35630798339844,213.07000732421875,220.1999969482422,206.8999938964844,207.3699951171875,198134300,0.0,0.02857839054869893
2024-06-13,213.5223693847656,214.2400054931641,216.75,211.6000061035156,214.7400054931641,97862700,0.0,0.005491144359726752
2024-06-14,211.7782287597656,212.4900054931641,215.1699981689453,211.3000030517578,213.8500061035156,70122700,0.0,-0.008168409051202308
2024-06-17,215.94422912597656,216.6699981689453,218.9499969482422,212.72000122070312,213.3699951171875,93728300,0.0,0.019671478976528656
2024-06-18,213.5721893310547,214.2899932861328,218.6300048828125,213.0,217.58999633789065,79943300,0.0,-0.010984469021671939
2024-06-20,208.9776306152344,209.67999267578125,214.2400054931641,208.8500061035156,213.92999267578125,86172500,0.0,-0.021512906597537684
2024-06-21,206.79498291015625,207.4900054931641,211.88999938964844,207.1100006103516,210.38999938964844,246421400,0.0,-0.010444426073609403
2024-06-24,207.44281005859372,208.13999938964844,212.6999969482422,206.58999633789065,207.72000122070312,80727000,0.0,0.00313265159417897
2024-06-25,208.36968994140625,209.07000732421875,211.3800048828125,208.6100006103516,209.1499938964844,56713900,0.0,0.004468184574312861
2024-06-26,212.5356903076172,213.25,214.8600006103516,210.63999938964844,211.5,66213200,0.0,0.01999326794540668
2024-06-27,213.3828582763672,214.1000061035156,215.7400054931641,212.3500061035156,214.69000244140625,49772700,0.0,0.003985960626099017
2024-06-28,209.9144744873047,210.6199951171875,216.07000732421875,210.3000030517578,215.7700042724609,82542700,0.0,-0.016254137725925766
2024-07-01,216.02395629882807,216.75,217.50999450683597,211.9199981689453,212.08999633789065,60402900,0.0,0.029104572333703782
2024-07-02,219.53216552734372,220.2700042724609,220.3800048828125,215.1000061035156,216.1499938964844,58046200,0.0,0.016239927439265944
2024-07-03,220.80789184570312,221.5500030517578,221.5500030517578,219.02999877929688,220.0,37369800,0.0,0.0058110444203451905
2024-07-05,225.5818328857422,226.33999633789065,226.4499969482422,221.6499938964844,221.6499938964844,60412400,0.0,0.021620371113304948
2024-07-08,227.056884765625,227.82000732421875,227.8500061035156,223.25,227.08999633789065,59085900,0.0,0.00653888402524605
2024-07-09,227.9139862060547,228.67999267578125,229.3999938964844,226.3699951171875,227.92999267578125,48076100,0.0,0.00377484559702701
2024-07-10,232.19960021972656,232.97999572753903,233.0800018310547,229.25,229.3000030517578,62627700,0.0,0.018803582252402196
2024-07-11,226.80772399902344,227.57000732421875,232.38999938964844,225.7700042724609,231.38999938964844,64710600,0.0,-0.023220827978926772
2024-07-12,229.76776123046875,230.5399932861328,232.63999938964844,228.67999267578125,228.9199981689453,53046500,0.0,0.013050867277438316
2024-07-15,233.6148376464844,234.3999938964844,237.22999572753903,233.08999633789065,236.47999572753903,62631300,0.0,0.01674330147811176
2024-07-16,234.03343200683597,234.82000732421875,236.2700042724609,232.3300018310547,235.0,43234300,0.0,0.0017918662059344115
2024-07-17,228.1133270263672,228.8800048828125,231.4600067138672,226.63999938964844,229.4499969482422,57345900,0.0,-0.025295980990260425
2024-07-18,223.4290771484375,224.17999267578125,230.44000244140625,222.2700042724609,230.27999877929688,66034600,0.0,-0.020534830945314275
2024-07-19,223.55862426757807,224.30999755859372,226.8000030517578,223.27999877929688,224.82000732421875,49151500,0.0,0.0005799129586041563
2024-07-22,223.20980834960935,223.9600067138672,227.77999877929688,223.08999633789065,227.00999450683597,48201800,0.0,-0.0015602998017737457
2024-07-23,224.25628662109372,225.00999450683597,226.94000244140625,222.67999267578125,224.3699951171875,39960300,0.0,0.004688282557118617
2024-07-24,217.80796813964844,218.5399932861328,224.8000030517578,217.1300048828125,224.0,61777600,0.0,-0.028754283714746642
2024-07-25,216.7614898681641,217.4900054931641,220.8500061035156,214.6199951171875,218.92999267578125,51391200,0.0,-0.004804556718339348
2024-07-26,217.2299041748047,217.9600067138672,219.4900054931641,216.00999450683597,218.6999969482422,41601300,0.0,0.002161024455525462
2024-07-29,217.50897216796875,218.2400054931641,219.3000030517578,215.75,216.9600067138672,36311800,0.0,0.0012846337432190769
2024-07-30,218.0670928955078,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800,0.0,0.0025659711533101426
2024-07-31,221.3361053466797,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300,0.0,0.014990853444005525
2024-08-01,217.62857055664065,218.3600006103516,224.47999572753903,217.0200042724609,224.3699951171875,62501000,0.0,-0.016750725819666745
2024-08-02,219.12355041503903,219.8600006103516,225.6000061035156,217.7100067138672,219.1499938964844,105568600,0.0,0.006869389978967133
2024-08-05,208.5690155029297,209.2700042724609,213.5,196.0,199.08999633789065,119548600,0.0,-0.04816699858315232
2024-08-06,206.53585815429688,207.22999572753903,209.9900054931641,201.07000732421875,205.3000030517578,69660500,0.0,-0.009748212850733573
2024-08-07,209.1171875,209.82000732421875,213.63999938964844,206.38999938964844,206.8999938964844,63516400,0.0,0.012498246634550902
2024-08-08,212.5954742431641,213.30999755859372,214.1999969482422,208.8300018310547,213.1100006103516,47161100,0.0,0.016633257613904107
2024-08-09,215.51568603515625,216.2400054931641,216.77999877929688,211.97000122070312,212.1000061035156,42201600,0.0,0.013735914716165754
2024-08-12,217.0522918701172,217.52999877929688,219.50999450683597,215.6000061035156,216.07000732421875,38028100,0.0,0.005965562584919315
2024-08-13,220.78407287597656,221.2700042724609,221.88999938964844,219.00999450683597,219.00999450683597,44155300,0.0,0.017193056195245138
2024-08-14,221.23309326171875,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600,0.0,0.0020337006352117992
2024-08-15,224.22650146484372,224.72000122070312,225.3500061035156,222.75999450683597,224.6000061035156,46414000,0.0,0.01353057903429189
2024-08-16,225.5535888671875,226.0500030517578,226.8300018310547,223.6499938964844,223.9199981689453,44340200,0.0,0.0059184844421056315
2024-08-19,225.39393615722656,225.88999938964844,225.9900054931641,223.0399932861328,225.72000122070312,40687800,0.0,-0.0007078241979617816
2024-08-20,226.0125732421875,226.50999450683597,227.1699981689453,225.4499969482422,225.7700042724609,30299000,0.0,0.0027446771387080737
2024-08-21,225.90280151367188,226.3999938964844,227.97999572753903,225.0500030517578,226.5200042724609,34765500,0.0,-0.00048563247988708813
2024-08-22,224.03692626953125,224.52999877929688,228.33999633789065,223.8999938964844,227.7899932861328,43695300,0.0,-0.008259695969967784
2024-08-23,226.3418426513672,226.83999633789065,228.22000122070312,224.3300018310547,225.66000366210935,38677300,0.0,0.010288146667049247
2024-08-26,226.68109130859372,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683597,30602200,0.0,0.0014988376978464224
2024-08-27,227.5292205810547,228.02999877929688,228.8500061035156,224.88999938964844,226.0,35934600,0.0,0.0037415535298863656
2024-08-28,225.99261474609372,226.4900054931641,229.8600006103516,225.67999267578125,227.9199981689453,38052200,0.0,-0.006753467940081359
2024-08-29,229.28536987304688,229.7899932861328,232.9199981689453,228.8800048828125,230.1000061035156,51906300,0.0,0.014570125448949867
2024-08-30,228.49710083007807,229.0,230.3999938964844,227.47999572753903,230.19000244140625,52990800,0.0,-0.0034378924636161434
2024-09-03,222.28077697753903,222.7700042724609,229.0,221.1699981689453,228.5500030517578,50190600,0.0,-0.027205221517637934
2024-09-04,220.3650054931641,220.8500061035156,221.77999877929688,217.47999572753903,221.66000366210935,43840200,0.0,-0.00861874638471094
2024-09-05,221.89163208007807,222.3800048828125,225.47999572753903,221.5200042724609,221.6300048828125,36615400,0.0,0.006927773316790287
2024-09-06,220.3350830078125,220.82000732421875,225.2400054931641,219.7700042724609,223.9499969482422,48423000,0.0,-0.007015008203708928
2024-09-09,220.42486572265625,220.91000366210935,221.2700042724609,216.7100067138672,220.82000732421875,67180000,0.0,0.0004075551802624755
2024-09-10,219.6266326904297,220.1100006103516,221.47999572753903,216.72999572753903,218.9199981689453,51591000,0.0,-0.0036213980285899616
2024-09-11,222.1710205078125,222.66000366210935,223.08999633789065,217.88999938964844,221.4600067138672,44587100,0.0,0.011585130365211693
2024-09-12,222.28077697753903,222.7700042724609,223.5500030517578,219.82000732421875,222.5,37498200,0.0,0.0004940295003250661
2024-09-13,222.01138305664065,222.5,224.0399932861328,221.91000366210935,223.5800018310547,36766600,0.0,-0.001212031545013037
2024-09-16,215.84495544433597,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400,0.0,-0.027775247981039364
2024-09-17,216.31390380859372,216.7899932861328,216.8999938964844,214.5,215.75,45519300,0.0,0.0021726421320320544
2024-09-18,220.20535278320312,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900,0.0,0.017989802463465043
2024-09-19,228.3673858642578,228.8699951171875,229.82000732421875,224.6300048828125,224.9900054931641,66781300,0.0,0.03706553348719566
2024-09-20,227.6988525390625,228.1999969482422,233.08999633789065,227.6199951171875,229.97000122070312,318679900,0.0,-0.002927418111763669
2024-09-23,225.97265625,226.47000122070312,229.4499969482422,225.80999755859372,227.33999633789065,54146000,0.0,-0.007581050616453089
2024-09-24,226.8706817626953,227.3699951171875,229.3500061035156,225.72999572753903,228.6499938964844,43556100,0.0,0.0039740093241191765
2024-09-25,225.8728790283203,226.3699951171875,227.2899932861328,224.0200042724609,224.92999267578125,42308700,0.0,-0.004398117700115112
2024-09-26,227.02035522460935,227.5200042724609,228.5,225.41000366210935,227.3000030517578,36636700,0.0,0.005080219022304933
2024-09-27,227.2897491455078,227.7899932861328,229.5200042724609,227.3000030517578,228.4600067138672,34026000,0.0,0.0011866605511687833
2024-09-30,232.4883270263672,233.0,233.0,229.6499938964844,230.0399932861328,54541900,0.0,0.02287197360475246
2024-10-01,225.71324157714844,226.2100067138672,229.6499938964844,223.7400054931641,229.5200042724609,63285000,0.0,-0.029141602086406926
2024-10-02,226.281982421875,226.77999877929688,227.3699951171875,223.0200042724609,225.88999938964844,32880600,0.0,0.002519747352073054
2024-10-03,225.1744079589844,225.6699981689453,226.80999755859372,223.32000732421875,225.13999938964844,34044200,0.0,-0.004894614235498862
2024-10-04,226.30194091796875,226.8000030517578,228.0,224.1300048828125,227.8999938964844,37245100,0.0,0.005007333238716605
2024-10-07,221.20315551757807,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400,0.0,-0.022530866585506182
2024-10-08,225.27420043945312,225.7700042724609,225.97999572753903,223.25,224.3000030517578,31855700,0.0,0.018404085823098937
2024-10-09,229.03591918945312,229.5399932861328,229.75,224.8300018310547,225.22999572753903,33591100,0.0,0.01669836090857424
2024-10-10,228.5370178222656,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500,0.0,-0.0021782696463562568
2024-10-11,227.05029296875,227.5500030517578,229.41000366210935,227.33999633789065,229.3000030517578,31759200,0.0,-0.006505371454991304
2024-10-14,230.79205322265625,231.3000030517578,231.72999572753903,228.6000061035156,228.6999969482422,39882100,0.0,0.01647989430765695
2024-10-15,233.33645629882807,233.8500061035156,237.4900054931641,232.3699951171875,233.6100006103516,64751400,0.0,0.011024656368842312
2024-10-16,231.27099609375,231.77999877929688,232.1199951171875,229.83999633789065,231.6000061035156,34082200,0.0,-0.008851859184054955
2024-10-17,231.6401824951172,232.1499938964844,233.8500061035156,230.5200042724609,233.42999267578125,32993800,0.0,0.0015963203000093351
2024-10-18,234.48391723632807,235.0,236.17999267578125,234.00999450683597,236.17999267578125,46431500,0.0,0.01227657195109133
2024-10-21,235.96067810058597,236.47999572753903,236.8500061035156,234.4499969482422,234.4499969482422,36254500,0.0,0.00629785415974049
2024-10-22,235.342041015625,235.8600006103516,236.22000122070312,232.6000061035156,233.88999938964844,38846600,0.0,-0.002621765597043413
2024-10-23,230.25323486328125,230.75999450683597,235.13999938964844,227.75999450683597,234.0800018310547,52287000,0.0,-0.021623022514703494
2024-10-24,230.0636749267578,230.57000732421875,230.82000732421875,228.41000366210935,229.97999572753903,31109500,0.0,-0.0008233107433688325
2024-10-25,230.9018096923828,231.41000366210935,233.22000122070312,229.57000732421875,229.7400054931641,38802300,0.0,0.0036431292501519774
2024-10-28,232.88743591308597,233.3999938964844,234.72999572753903,232.5500030517578,233.32000732421875,36087100,0.0,0.008599413175243376
2024-10-29,233.15684509277344,233.6699981689453,234.3300018310547,232.32000732421875,233.1000061035156,35417200,0.0,0.0011568306748999113
2024-10-30,229.5946807861328,230.1000061035156,233.47000122070312,229.5500030517578,232.6100006103516,47070900,0.0,-0.015277922255336307
2024-10-31,225.4138946533203,225.91000366210935,229.8300018310547,225.3699951171875,229.33999633789065,64370100,0.0,-0.01820948426885871
2024-11-01,222.42047119140625,222.91000366210935,225.3500061035156,220.2700042724609,220.97000122070312,65276700,0.0,-0.013279624414008095
2024-11-04,221.5224456787109,222.00999450683597,222.7899932861328,219.7100067138672,220.9900054931641,44944500,0.0,-0.004037544930633241
2024-11-05,222.95928955078125,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300,0.0,0.006486205472888695
2024-11-06,222.23089599609372,222.72000122070312,226.07000732421875,221.19000244140625,222.6100006103516,54561100,0.0,-0.0032669310248778505
2024-11-07,226.98043823242188,227.47999572753903,227.8800048828125,224.57000732421875,224.6300048828125,42137700,0.0,0.02137210165565251
2024-11-08,226.7107391357422,226.9600067138672,228.66000366210935,226.41000366210935,227.1699981689453,38328800,0.0,-0.0022858669924306074
2024-11-11,223.98373413085935,224.22999572753903,225.6999969482422,221.5,225.0,42005600,0.0,-0.0120285993371948
2024-11-12,223.98373413085935,224.22999572753903,225.58999633789065,223.3600006103516,224.5500030517578,40398300,0.0,0.0
2024-11-13,224.8727569580078,225.1199951171875,226.6499938964844,222.75999450683597,224.00999450683597,48566200,0.0,0.003969136184303723
2024-11-14,227.9693603515625,228.22000122070312,228.8699951171875,225.0,225.0200042724609,44923900,0.0,0.013770460957508002
2024-11-15,224.7528839111328,225.0,226.9199981689453,224.2700042724609,226.3999938964844,47923700,0.0,-0.014109198157391867
2024-11-18,227.7695770263672,228.0200042724609,229.7400054931641,225.1699981689453,225.25,44686000,0.0,0.013422241210937269
2024-11-19,228.0292816162109,228.27999877929688,230.16000366210935,226.66000366210935,226.97999572753903,36211800,0.0,0.0011402267431119828
2024-11-20,228.7484893798828,229.0,229.92999267578125,225.88999938964844,228.05999755859372,35169600,0.0,0.0031540267415159917
2024-11-21,228.2690277099609,228.5200042724609,230.16000366210935,225.7100067138672,228.8800048828125,42108300,0.0,-0.002096051211961103
2024-11-22,229.61753845214844,229.8699951171875,230.72000122070312,228.05999755859372,228.05999755859372,38168300,0.0,0.005907539031537068
2024-11-25,232.6142425537109,232.8699951171875,233.25,229.7400054931641,231.4600067138672,90152800,0.0,0.013050855108212911
2024-11-26,234.8018341064453,235.05999755859372,235.57000732421875,233.3300018310547,233.3300018310547,45986200,0.0,0.009404399395912533
2024-11-27,234.67198181152344,234.92999267578125,235.69000244140625,233.80999755859372,234.47000122070312,33498400,0.0,-0.000553071063399746
2024-11-29,237.06935119628903,237.3300018310547,237.80999755859372,233.97000122070312,234.80999755859372,28481400,0.0,0.01021584825308186
2024-12-02,239.3268585205078,239.58999633789065,240.7899932861328,237.16000366210935,237.2700042724609,48137100,0.0,0.009522582435425697
2024-12-03,242.3834991455078,242.6499938964844,242.75999450683597,238.8999938964844,239.80999755859372,38861000,0.0,0.01277180852859261
2024-12-04,242.74310302734372,243.00999450683597,244.1100006103516,241.25,242.8699951171875,44383900,0.0,0.0014836209330593153
2024-12-05,242.7730712890625,243.0399932861328,244.5399932861328,242.1300048828125,243.9900054931641,40033900,0.0,0.00012344668933361724
2024-12-06,242.5732879638672,242.83999633789065,244.6300048828125,242.0800018310547,242.91000366210935,36870600,0.0,-0.0008228972752097885
2024-12-09,246.47900390625,246.75,247.2400054931641,241.75,241.8300018310547,44649200,0.0,0.016101151873964437
2024-12-10,247.4978790283203,247.7700042724609,248.2100067138672,245.33999633789065,246.88999938964844,36914800,0.0,0.004133755916761572
2024-12-11,246.2192840576172,246.4900054931641,250.8000030517578,246.25999450683597,247.9600067138672,45205800,0.0,-0.005166076430661359
2024-12-12,247.68768310546875,247.9600067138672,248.7400054931641,245.67999267578125,246.88999938964844,32777500,0.0,0.005963735599591624
2024-12-13,247.85748291015625,248.1300048828125,249.2899932861328,246.2400054931641,247.82000732421875,33155300,0.0,0.0006855870476785153
2024-12-16,250.7642822265625,251.0399932861328,251.3800048828125,247.6499938964844,247.9900054931641,51694800,0.0,0.011727676403724852
2024-12-17,253.20159912109372,253.47999572753903,253.8300018310547,249.77999877929688,250.0800018310547,51356400,0.0,0.009719576588042456
2024-12-18,247.77757263183597,248.0500030517578,254.27999877929688,247.7400054931641,252.16000366210935,56774100,0.0,-0.021421779893107673
2024-12-19,249.51565551757807,249.7899932861328,252.0,247.08999633789065,247.5,60882300,0.0,0.007014675319362729
2024-12-20,254.21051025390625,254.4900054931641,255.0,245.69000244140625,248.0399932861328,147495300,0.0,0.018815854651340835
2024-12-23,254.9896545410156,255.2700042724609,255.6499938964844,253.4499969482422,254.7700042724609,40858800,0.0,0.0030649485734628445
2024-12-24,257.9164428710937,258.20001220703125,258.2099914550781,255.2899932861328,255.4900054931641,23234700,0.0,0.011478073747525075
2024-12-26,258.7355041503906,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100,0.0,0.003175742710589624
2024-12-27,255.30929565429688,255.58999633789065,258.70001220703125,253.05999755859372,257.8299865722656,42355300,0.0,-0.013242192962953814
2024-12-30,251.9230194091797,252.1999969482422,253.5,250.75,252.22999572753903,35557500,0.0,-0.013263427513676596
2024-12-31,250.1449737548828,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700,0.0,-0.007057885808230857
2025-01-02,243.5821990966797,243.8500061035156,249.1000061035156,241.82000732421875,248.92999267578125,55740700,0.0,-0.02623589215505573
2025-01-03,243.0927276611328,243.3600006103516,244.17999267578125,241.88999938964844,243.3600006103516,40244100,0.0,-0.0020094545044054835
2025-01-06,244.73092651367188,245.0,247.3300018310547,243.1999969482422,244.30999755859372,45045600,0.0,0.006738984983297502
2025-01-07,241.94400024414065,242.2100067138672,245.5500030517578,241.3500061035156,242.97999572753903,40856000,0.0,-0.011387727698501271
2025-01-08,242.43344116210935,242.6999969482422,243.7100067138672,240.0500030517578,241.9199981689453,37628900,0.0,0.0020229974847978394
2025-01-10,236.58987426757807,236.8500061035156,240.16000366210935,233.0,240.00999450683597,61710900,0.0,-0.02410379447171629
2025-01-13,234.1425628662109,234.3999938964844,234.6699981689453,229.72000122070312,233.52999877929688,49630700,0.0,-0.010344150913639494
2025-01-14,233.02378845214844,233.27999877929688,236.1199951171875,232.47000122070312,234.75,39435300,0.0,-0.004778136289893209
2025-01-15,237.60874938964844,237.8699951171875,238.9600067138672,234.42999267578125,234.63999938964844,39832000,0.0,0.019675910330543056
2025-01-16,228.00930786132807,228.25999450683597,238.00999450683597,228.02999877929688,237.3500061035156,71759100,0.0,-0.040400222002010544
2025-01-17,229.7274169921875,229.97999572753903,232.2899932861328,228.47999572753903,232.1199951171875,68488300,0.0,0.007535272330218001
2025-01-21,222.39547729492188,222.63999938964844,224.4199981689453,219.3800048828125,224.0,98070400,0.0,-0.031915803436166734
2025-01-22,223.58416748046875,223.8300018310547,224.1199951171875,219.7899932861328,219.7899932861328,64126500,0.0,0.00534496247156202
2025-01-23,223.41436767578125,223.66000366210935,227.02999877929688,222.3000030517578,224.7400054931641,60234800,0.0,-0.0007594967946864539
2025-01-24,222.5353240966797,222.77999877929688,225.6300048828125,221.41000366210935,224.77999877929688,54697900,0.0,-0.003934565270516277
2025-01-27,229.6075439453125,229.8600006103516,232.1499938964844,223.97999572753903,224.0200042724609,94863400,0.0,0.031780240011890504
2025-01-28,237.99832153320312,238.25999450683597,240.19000244140625,230.80999755859372,230.8500061035156,75707600,0.0,0.036543956643956044
2025-01-29,239.0971221923828,239.3600006103516,239.8600006103516,234.00999450683597,234.1199951171875,45486100,0.0,0.004616830894303092
2025-01-30,237.3290557861328,237.58999633789065,240.7899932861328,237.2100067138672,238.6699981689453,55658300,0.0,-0.0073947370820001135
2025-01-31,235.7408142089844,236.0,247.19000244140625,233.44000244140625,247.19000244140625,101075100,0.0,-0.006692185539787787
2025-02-03,227.75958251953125,228.00999450683597,231.8300018310547,225.6999969482422,229.9900054931641,73063300,0.0,-0.03385595547950859
2025-02-04,232.54432678222656,232.8000030517578,233.1300048828125,226.6499938964844,227.25,45067300,0.0,0.02100788851507218
2025-02-05,232.21469116210935,232.47000122070312,232.6699981689453,228.2700042724609,228.52999877929688,39620300,0.0,-0.0014175336199687694
2025-02-06,232.9638671875,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300,0.0,0.00322622272147699
2025-02-07,227.3800048828125,227.6300048828125,234.0,227.25999450683597,232.6000061035156,39707200,0.0,-0.023968769010513147
2025-02-10,227.6499938964844,227.6499938964844,230.58999633789065,227.1999969482422,229.57000732421875,33115600,0.0,8.781361526666309e-05
