topic,correlation
-1,0.21803161814266347
0,-0.01785482697125364
1,-0.14980557823984467
2,-0.12010790910961443
3,0.1065061749432498
4,-0.0371913697010464
5,0.01599590185519499
6,0.062195120713420815
7,-0.05064143995540857
8,-0.12812647135057198
9,0.023995457344613766
10,-0.16862809728050704
11,0.0326250906398124
12,-0.03757920012453918
13,0.0360814379729748
14,0.08661565934955714
15,0.062375138294166944
16,-0.03729528740734325
17,0.03835294921271516
18,0.13738993457421358
19,-0.04441380053477632
20,0.14821575365978898
21,0.012056988022563242
22,-0.006028721706052172
23,0.12298396913861144
24,-0.15555958823817095
25,-0.1015236777427296
26,-0.11917828227392935
27,0.0022377955370243077
28,-0.000460648510784597
29,0.1930834433174094
30,-0.09550966630635023
31,0.06434761162157934
32,-0.032074581851070205
33,-0.09503267275747425
34,0.11437818509821325
35,-0.11719030261610523
36,-0.024284423150394852
37,-0.10802656623747554
38,0.26881058910873756
39,-0.07650062408132251
40,0.11890444250503641
41,-0.011532955241778262
42,-0.245253222699186
43,-0.04779934602172864
44,-0.11664815501495565
45,-0.05692973178353593
46,-0.032379590323678535
47,-0.004337952735246526
48,-0.019937103557958857
49,-0.05033018876023155
50,0.13906608917517282
51,0.0031318590558007363
52,-0.028549916956722782
53,0.08149052478824456
54,0.07092897632221411
55,0.10936160264855135
56,0.15403868570458273
57,0.030617658670861917
58,-0.061991223978393455
59,-0.1264427992438476
60,0.07197163702298208
61,0.13912233117486525
62,-0.12437628332594147
63,-0.060908139015748285
64,0.018561163235205097
65,0.12892986630946834
66,0.1712518994510077
67,-0.024256935918553494
68,-0.09023524965386005
69,0.15444267224450786
70,-0.11696276369554312
71,-0.21200776849045408
72,0.11104094824176503
73,-0.016757173090820515
74,0.0328774618083073
75,-0.2795517202289923
76,-0.11706188074512519
77,-0.03979452908927944
78,0.09723159829111963
79,-0.07982022388574336
80,0.0021826956510053778
81,0.28572177898157247
82,-0.0005847253217687901
83,-0.13655250932299165
84,0.16426922844593744
85,-0.1420657958875451
86,-0.15309262813103605
87,0.03316900886229668
88,-0.047202774852685175
89,0.007216900550209446
90,-0.11259888308722245
91,0.21877070669015555
92,-0.03809172731004623
93,0.0056945212460433395
94,-0.03192062145747377
95,0.04603092010673863
96,0.023419513047586084
97,0.010218818264129358
98,-0.06483668497087418
99,0.13152012297941515
